Epoch Time,x
1714074230.6557584,-0.8887625402874416
1714074230.6558714,-0.8455657848605402
1714074230.6559846,-0.809373899742409
1714074230.6560977,-0.7778519281634577
1714074230.656211,-0.7486649133540966
1714074230.656324,-0.7206454321190162
1714074230.656437,-0.693793374079245
1714074230.6565502,-0.6704437511938589
1714074230.6566632,-0.6505966186523438
1714074230.6567764,-0.6330843876909327
1714074230.6568894,-0.6225770822277775
1714074230.6570027,-0.6132371999599315
1714074230.6571157,-0.6109022431903415
1714074230.6572287,-0.6144047335342124
1714074230.657342,-0.6155722119190075
1714074230.657455,-0.6214096038429825
1714074230.6575682,-0.6237445606125726
1714074230.6576812,-0.6284144741517526
1714074230.6577942,-0.6354193444605226
1714074230.6579075,-0.6377543012301127
1714074230.6580205,-0.6470941283084728
1714074230.6581337,-0.6587689673459088
1714074230.6582468,-0.672778707963449
1714074230.65836,-0.6856210253856799
1714074230.658473,-0.7078031146967853
1714074230.658586,-0.7288177808125813
1714074230.6586993,-0.7486649133540966
1714074230.6588123,-0.7650096659307126
1714074230.6589255,-0.7836893200874329
1714074230.6590385,-0.8012015510488439
1714074230.6591516,-0.8175462484359741
1714074230.6592648,-0.8373934361669751
1714074230.6593778,-0.8607430590523614
1714074230.659491,-0.8864275835178516
1714074230.659604,-0.9144471199424178
1714074230.6597173,-0.943634134751779
1714074230.6598303,-0.9693186592172692
1714074230.6599433,-0.9961707724465264
1714074230.6600566,-1.0218552969120167
1714074230.6601696,-1.0463723429927119
1714074230.6602829,-1.070889499452379
1714074230.6603959,-1.0965740239178692
1714074230.6605089,-1.1257610939167164
1714074230.6606221,-1.1561155319213867
1714074230.6607351,-1.192307361850032
1714074230.6608484,-1.2284993021576491
1714074230.6609614,-1.2658587208500613
1714074230.6610746,-1.2997155940091167
1714074230.6611876,-1.338242491086324
1714074230.6613007,-1.3697644074757893
1714074230.661414,-1.4059563477834065
1714074230.661527,-1.4339758290184867
1714074230.6616402,-1.464330267023157
1714074230.6617532,-1.5005222073307742
1714074230.6618662,-1.5425514291833948
1714074230.6619794,-1.5787433694910118
1714074230.6620924,-1.6242751368769892
1714074230.6622057,-1.6639694019600195
1714074230.6623187,-1.7036637774220218
1714074230.662432,-1.7375206505810772
1714074230.662545,-1.7655402421951292
1714074230.662658,-1.7865548531214395
1714074230.6627712,-1.8005645937389796
1714074230.6628842,-1.8134068559717247
1714074230.6629975,-1.8204117262804949
1714074230.6631105,-1.8297516637378268
1714074230.6632235,-1.8320866205074169
1714074230.6633368,-1.8390914908161868
1714074230.6634498,-1.8344215772770067
1714074230.663563,-1.8215792046652899
1714074230.663676,-1.8017320721237746
1714074230.6637893,-1.7702101557343093
1714074230.6639023,-1.7258458667331271
1714074230.6640153,-1.6686393154991996
1714074230.6641285,-1.596255545262937
1714074230.6642416,-1.5121969911787243
1714074230.6643548,-1.4164636532465615
1714074230.6644678,-1.3137253346266569
1714074230.6645808,-1.1993123425377739
1714074230.664694,-1.079061848145944
1714074230.664807,-0.9518064834453441
1714074230.6649203,-0.812876334896794
1714074230.6650333,-0.6704437511938589
1714074230.6651466,-0.5140014268733837
1714074230.6652596,-0.3482192202850624
1714074230.6653726,-0.1649248241274445
1714074230.6654859,0.030050250805086557
1714074230.6655989,0.23556696595969023
1714074230.665712,0.4480899484069259
1714074230.6658251,0.6676191533053363
1714074230.6659381,0.8883161125359711
1714074230.6660514,1.0996713682457253
1714074230.6661644,1.3098588696232547
1714074230.6662776,1.5130401761443526
1714074230.6663907,1.7103829869517573
1714074230.666504,1.905390289094713
1714074230.666617,2.101565290380407
1714074230.66673,2.2942373046168574
1714074230.6668432,2.4880769076170743
1714074230.6669562,2.677245714046337
1714074230.6670694,2.85590511781198
1714074230.6671824,3.0240551189140037
1714074230.6672955,3.168851137161255
1714074230.6674087,3.296131337130511
1714074230.6675217,3.3965541256798635
1714074230.667635,3.478293727945398
1714074230.667748,3.537846936119927
1714074230.6678612,3.583387533823649
1714074230.6679742,3.6160835513362177
1714074230.6680872,3.6382699454272234
1714074230.6682005,3.6464439498053656
1714074230.6683135,3.6476115385691323
1714074230.6684268,3.6230897461926492
1714074230.6685398,3.5903939494380244
1714074230.6686528,3.53667934735616
1714074230.668766,3.4677845460397223
1714074230.668879,3.3790385281598123
1714074230.6689923,3.2797833283742266
1714074230.6691053,3.174689522495976
1714074230.6692185,3.0579187251903392
1714074230.6693316,2.935309321792037
1714074230.6694446,2.81737071496469
1714074230.6695578,2.6959291210880982
1714074230.6696708,2.566313302075421
1714074230.669784,2.44487170819883
1714074230.669897,2.3234298935642945
1714074230.67001,2.199652901402226
1714074230.6701233,2.0793788962894015
1714074230.6702363,1.95793730241281
1714074230.6703496,1.844669492156417
1714074230.6704626,1.7314016819000242
1714074230.6705759,1.6181339820226033
1714074230.6706889,1.5118724770016139
1714074230.6708019,1.410281878930551
1714074230.6709151,1.3203682722868741
1714074230.6710281,1.2362932717358623
1714074230.6711414,1.1592244660412823
1714074230.6712544,1.0879942664393671
1714074230.6713674,1.020267164265668
1714074230.6714807,0.9642171638983267
1714074230.6715937,0.9011609134850678
1714074230.671707,0.8451108579282407
1714074230.67182,0.7937317093213399
1714074230.6719332,0.7446879589999164
1714074230.6720462,0.7003150052494472
1714074230.6721592,0.6629483015448958
1714074230.6722724,0.632587903075748
1714074230.6723855,0.6068983011775546
1714074230.6724987,0.588214949325279
1714074230.6726117,0.5695316526624891
1714074230.6727247,0.5601899491416084
1714074230.672838,0.5485129025247362
1714074230.672951,0.5356681015756395
1714074230.6730642,0.5286618515297218
1714074230.6731772,0.5193201480088411
1714074230.6732905,0.5146493514378865
1714074230.6734035,0.513481597105662
1714074230.6735165,0.5181524488661023
1714074230.6736298,0.5216556014838042
1714074230.6737428,0.5333326481006764
1714074230.673856,0.5461774490497731
1714074230.673969,0.557854550856131
1714074230.674082,0.5706993518052277
1714074230.6741953,0.5870472501825403
1714074230.6743083,0.596388953703421
1714074230.6744215,0.6104014537952563
1714074230.6745346,0.6244139538870918
1714074230.6746478,0.6419295514071429
1714074230.6747608,0.6582775049739413
1714074230.6748738,0.680463954254433
1714074230.674987,0.7026504035349245
1714074230.6751,0.724836908004902
1714074230.6752133,0.7470233572853936
1714074230.6753263,0.772712959183587
1714074230.6754394,0.7890608575608995
1714074230.6755526,0.8089119085559138
1714074230.6756656,0.8287629595509282
1714074230.6757789,0.849781709688681
1714074230.6758919,0.8731358581119113
1714074230.6760051,0.8953223625818888
1714074230.6761181,0.9233473627655594
1714074230.6762311,0.9502046638064914
1714074230.6763444,0.978229663990162
1714074230.6764574,1.0039192658883553
1714074230.6765707,1.0272734695010715
1714074230.6766837,1.055298469684742
1714074230.6767967,1.0774848637757477
1714074230.67691,1.1043421648166798
1714074230.677023,1.1323671650003504
1714074230.6771362,1.160392165184021
1714074230.6772492,1.1942557714603566
1714074230.6773624,1.2292869665004589
1714074230.6774755,1.2666536702050102
1714074230.6775885,1.2993495773386072
1714074230.6777017,1.3332130732359708
1714074230.6778147,1.3624057725623802
1714074230.677928,1.389263073603312
1714074230.678041,1.4172880737869826
1714074230.678154,1.4418099765424375
1714074230.6782672,1.4710026758688466
1714074230.6783803,1.4990276760525172
1714074230.6784935,1.5317235831861142
1714074230.6786065,1.567922477368955
1714074230.6787198,1.5959474775526257
1714074230.6788328,1.6228047785935578
1714074230.6789458,1.6438235839207966
1714074230.679059,1.6555006857271546
1714074230.679172,1.660171482298109
1714074230.6792853,1.6578360840126318
