Epoch Time,x,y,z,SM
1708449572.701804,-1644.893928810402,288.74333258028383,59.17181019429807,-15.188120603561401
1708449572.7118092,-1644.1933314005532,288.15947197101735,57.186705094796636,-11.235265731811523
1708449572.7218146,-1644.1933314005532,286.9917728282787,60.68983011775546,-21.293926239013672
1708449572.7318199,-1644.3100682011357,291.8961313035753,63.2587903075748,-11.708095073699951
1708449572.7418253,-1644.076594599971,288.2762529231884,58.354415275432444,-18.018792867660522
1708449572.7518306,-1644.6604552092374,284.88989229555483,59.17181019429807,-18.081836700439453
1708449572.761836,-1644.893928810402,288.74333258028383,58.354415275432444,-13.04147481918335
1708449572.7718413,-1645.0106656109845,287.2253126568264,59.405350022845795,-22.4255633354187
1708449572.7818468,-1644.7771920098198,257.5655115975274,63.8426453978927,-12.565492391586304
1708449572.791852,-1644.7771920098198,232.8100910893193,55.318369909569064,-18.816298246383667
1708449572.8018572,-1644.893928810402,226.38769061477095,50.41399487742671,-18.88564705848694
1708449572.8118627,-1644.3100682011357,233.62746945133915,52.51586989120201,-13.798002004623413
1708449572.821868,-1644.3100682011357,230.35788977587663,53.21649489579377,-23.18209171295166
1708449572.8318734,-1644.076594599971,235.02873049841986,52.048790234106555,-13.214845657348633
1708449572.8418787,-1644.5437184086552,230.59142960442435,52.63263980547587,-19.248149394989014
1708449572.8518841,-1644.1933314005532,227.55538975750957,50.18045504887898,-19.172496795654297
1708449572.8618894,-1645.0106656109845,227.4386308811329,52.63263980547587,-13.993438482284546
1708449572.8718948,-1644.893928810402,229.65727029023347,53.917119900385536,-23.29556941986084
1708449572.8819,-1644.7771920098198,229.8908101187812,50.88108005347075,-13.299955129623413
1708449572.8919055,-1644.7771920098198,221.24977023513227,50.41399487742671,-19.333258867263794
1708449572.9019108,-1645.0106656109845,225.80383000550447,51.114619882018474,-19.216628074645996
1708449572.911916,-1644.076594599971,216.6957104647601,74.93587555708709,-13.95245909690857
1708449572.9219215,-1643.9598577993886,183.0656992064582,48.779205039695455,-23.538289070129395
1708449572.9319267,-1644.7771920098198,176.29298898908826,43.8748272480788,-13.74441385269165
