,distance,shift mean,shift std
0,1,0.0632614622063737,0.0009724803749848091
1,2,0.013141812234990743,0.0020587442610562508
2,3,0.00863311788446334,0.0018950333865866583
3,4,0.005774128735382226,0.006092966752877416
4,5,0.008730153369724084,0.006588623437112718
5,6,0.001223755229047126,0.0004923591372938509
