Epoch Time,SM
1712606799.4667187,-23.40998500585556
1712606799.4677234,-22.779544815421104
1712606799.4687283,-23.40998500585556
1712606799.469733,-23.725204169750214
1712606799.4707377,-23.725204169750214
1712606799.4717424,-24.040425196290016
1712606799.4727473,-20.888227969408035
1712606799.473752,-22.779544815421104
1712606799.4747567,-22.46432565152645
1712606799.4757617,-23.094765841960907
1712606799.4767663,-22.149106487631798
1712606799.477771,-21.20344713330269
1712606799.478776,-23.40998500585556
1712606799.4797807,-22.149106487631798
1712606799.4807854,-22.779544815421104
1712606799.48179,-24.040425196290016
1712606799.482795,-21.518666297197342
1712606799.4837997,-23.094765841960907
1712606799.4848044,-23.094765841960907
1712606799.4858093,-23.725204169750214
1712606799.486814,-23.725204169750214
1712606799.4878187,-21.518666297197342
1712606799.4888234,-23.40998500585556
1712606799.4898283,-23.094765841960907
1712606799.490833,-23.725204169750214
1712606799.4918377,-22.779544815421104
1712606799.4928427,-21.20344713330269
1712606799.4938474,-23.40998500585556
1712606799.494852,-22.149106487631798
1712606799.4958568,-23.40998500585556
1712606799.4968617,-25.30130371451378
1712606799.4978664,-20.888227969408035
1712606799.498871,-24.040425196290016
1712606799.499876,-23.725204169750214
1712606799.5008807,-23.725204169750214
1712606799.5018854,-23.40998500585556
1712606799.5028903,-22.779544815421104
1712606799.503895,-23.40998500585556
1712606799.5048997,-22.779544815421104
1712606799.5059044,-24.040425196290016
1712606799.5069094,-23.725204169750214
1712606799.507914,-22.46432565152645
1712606799.5089188,-23.725204169750214
1712606799.5099237,-22.149106487631798
1712606799.5109284,-22.46432565152645
1712606799.511933,-22.779544815421104
1712606799.5129378,-22.46432565152645
1712606799.5139427,-22.46432565152645
1712606799.5149474,-22.46432565152645
1712606799.515952,-23.094765841960907
1712606799.516957,-22.779544815421104
1712606799.5179617,-23.40998500585556
1712606799.5189664,-23.094765841960907
1712606799.5199714,-23.40998500585556
1712606799.520976,-24.670863524079323
1712606799.5219808,-23.725204169750214
1712606799.5229855,-22.779544815421104
1712606799.5239904,-24.040425196290016
1712606799.524995,-22.779544815421104
1712606799.5259998,-23.40998500585556
1712606799.5270047,-22.149106487631798
1712606799.5280094,-22.149106487631798
1712606799.529014,-22.779544815421104
1712606799.5300188,-22.46432565152645
1712606799.5310237,-23.094765841960907
1712606799.5320284,-22.779544815421104
1712606799.5330331,-23.725204169750214
1712606799.534038,-24.670863524079323
1712606799.5350428,-22.779544815421104
1712606799.5360475,-24.040425196290016
1712606799.5370522,-23.40998500585556
1712606799.538057,-23.094765841960907
1712606799.5390618,-24.986082687973976
1712606799.5400665,-23.094765841960907
1712606799.5410714,-22.149106487631798
1712606799.542076,-22.779544815421104
1712606799.5430808,-22.46432565152645
1712606799.5440857,-23.725204169750214
1712606799.5450904,-22.46432565152645
1712606799.5460951,-22.779544815421104
1712606799.5470998,-22.46432565152645
1712606799.5481048,-23.094765841960907
1712606799.5491095,-24.986082687973976
1712606799.5501142,-22.149106487631798
1712606799.551119,-24.670863524079323
1712606799.5521238,-25.931742042303085
1712606799.5531285,-23.40998500585556
1712606799.5541332,-24.986082687973976
1712606799.555138,-23.094765841960907
1712606799.5561428,-23.40998500585556
1712606799.5571475,-23.094765841960907
1712606799.5581524,-22.46432565152645
1712606799.5591571,-23.40998500585556
1712606799.5601618,-22.149106487631798
1712606799.5611668,-22.46432565152645
1712606799.5621715,-22.779544815421104
1712606799.5631762,-21.518666297197342
1712606799.5641809,-24.040425196290016
1712606799.5651858,-23.725204169750214
1712606799.5661905,-23.094765841960907
1712606799.5671952,-22.46432565152645
1712606799.5682,-23.725204169750214
1712606799.5692048,-24.670863524079323
1712606799.5702095,-23.40998500585556
1712606799.5712142,-24.040425196290016
1712606799.5722191,-23.094765841960907
1712606799.5732238,-22.149106487631798
1712606799.5742285,-24.040425196290016
1712606799.5752335,-22.149106487631798
1712606799.5762382,-23.094765841960907
1712606799.5772429,-22.779544815421104
1712606799.5782475,-22.46432565152645
1712606799.5792525,-22.779544815421104
1712606799.5802572,-22.779544815421104
1712606799.5812619,-24.670863524079323
1712606799.5822668,-22.779544815421104
1712606799.5832715,-24.986082687973976
1712606799.5842762,-23.725204169750214
1712606799.5852811,-22.46432565152645
1712606799.5862858,-24.040425196290016
1712606799.5872905,-24.040425196290016
1712606799.5882952,-24.040425196290016
1712606799.5893002,-22.46432565152645
1712606799.5903049,-22.46432565152645
1712606799.5913095,-23.094765841960907
1712606799.5923145,-22.779544815421104
1712606799.5933192,-23.725204169750214
1712606799.5943239,-22.149106487631798
1712606799.5953286,-22.149106487631798
1712606799.5963335,-23.40998500585556
1712606799.5973382,-23.40998500585556
1712606799.598343,-22.779544815421104
1712606799.5993478,-24.35564436018467
1712606799.6003525,-22.46432565152645
1712606799.6013572,-23.725204169750214
1712606799.6023622,-22.779544815421104
1712606799.6033669,-25.30130371451378
1712606799.6043715,-24.670863524079323
1712606799.6053762,-21.518666297197342
1712606799.6063812,-22.779544815421104
1712606799.6073859,-22.149106487631798
1712606799.6083906,-23.40998500585556
1712606799.6093955,-23.094765841960907
1712606799.6104002,-21.20344713330269
1712606799.611405,-22.779544815421104
1712606799.6124096,-23.40998500585556
1712606799.6134145,-23.725204169750214
1712606799.6144192,-22.779544815421104
1712606799.615424,-22.149106487631798
1712606799.6164289,-22.149106487631798
1712606799.6174335,-22.149106487631798
1712606799.6184382,-24.040425196290016
1712606799.619443,-24.040425196290016
1712606799.6204479,-23.40998500585556
1712606799.6214526,-23.725204169750214
1712606799.6224573,-24.040425196290016
1712606799.6234622,-24.040425196290016
1712606799.624467,-23.725204169750214
1712606799.6254716,-21.518666297197342
1712606799.6264765,-22.779544815421104
1712606799.6274812,-22.149106487631798
1712606799.628486,-23.094765841960907
1712606799.6294906,-22.149106487631798
1712606799.6304955,-22.46432565152645
1712606799.6315002,-22.779544815421104
1712606799.632505,-22.779544815421104
1712606799.6335099,-24.35564436018467
1712606799.6345146,-23.40998500585556
