Epoch Time,SM
1712607614.2065518,4.960754886269569
1712607614.2075574,4.330192226916552
1712607614.208563,3.0690666753798723
1712607614.2095687,3.69962933473289
1712607614.2105742,1.8079413566738367
1712607614.2115798,2.4385040160268545
1712607614.2125854,2.4385040160268545
1712607614.213591,3.69962933473289
1712607614.2145967,5.591317545622587
1712607614.2156024,4.330192226916552
1712607614.2166078,5.591317545622587
1712607614.2176135,4.014910664409399
1712607614.218619,4.330192226916552
1712607614.2196248,5.9065986424684525
1712607614.2206304,4.014910664409399
1712607614.221636,4.014910664409399
1712607614.2226415,2.4385040160268545
1712607614.223647,4.014910664409399
1712607614.2246528,4.014910664409399
1712607614.2256584,3.0690666753798723
1712607614.226664,4.645473323762417
1712607614.2276697,4.960754886269569
1712607614.2286751,4.960754886269569
1712607614.2296808,5.9065986424684525
1712607614.2306864,4.960754886269569
1712607614.231692,5.591317545622587
1712607614.2326977,4.645473323762417
1712607614.2337034,2.4385040160268545
1712607614.2347088,4.014910664409399
1712607614.2357144,1.8079413566738367
1712607614.23672,3.3843480050563812
1712607614.2377257,2.7537853457033634
1712607614.2387314,3.0690666753798723
1712607614.239737,4.645473323762417
1712607614.2407427,3.3843480050563812
1712607614.241748,4.960754886269569
1712607614.2427537,5.276035983115435
1712607614.2437594,5.276035983115435
1712607614.244765,5.276035983115435
1712607614.2457707,4.014910664409399
1712607614.2467763,4.960754886269569
1712607614.2477818,3.3843480050563812
1712607614.2487874,2.7537853457033634
1712607614.249793,4.330192226916552
1712607614.2507987,2.4385040160268545
1712607614.2518044,2.7537853457033634
1712607614.25281,4.014910664409399
1712607614.2538154,3.69962933473289
1712607614.254821,6.221880204975605
1712607614.2558267,4.330192226916552
1712607614.2568324,5.591317545622587
1712607614.257838,6.53716130182147
1712607614.2588437,4.960754886269569
1712607614.259849,4.960754886269569
1712607614.2608547,3.3843480050563812
1712607614.2618604,3.3843480050563812
1712607614.262866,2.4385040160268545
1712607614.2638717,2.4385040160268545
1712607614.2648773,4.014910664409399
1712607614.2658827,2.7537853457033634
1712607614.2668884,3.69962933473289
1712607614.267894,3.3843480050563812
1712607614.2688997,4.645473323762417
1712607614.2699053,5.9065986424684525
1712607614.270911,4.014910664409399
1712607614.2719166,4.645473323762417
1712607614.272922,3.69962933473289
1712607614.2739277,4.645473323762417
1712607614.2749333,4.330192226916552
1712607614.275939,2.4385040160268545
1712607614.2769446,2.4385040160268545
1712607614.2779503,2.1232226863503456
1712607614.2789557,2.4385040160268545
1712607614.2799613,4.330192226916552
1712607614.280967,4.960754886269569
1712607614.2819726,5.276035983115435
1712607614.2829783,3.69962933473289
1712607614.283984,3.69962933473289
1712607614.2849894,4.960754886269569
1712607614.285995,3.3843480050563812
1712607614.2870007,1.8079413566738367
1712607614.2880063,2.4385040160268545
1712607614.289012,3.0690666753798723
1712607614.2900176,3.3843480050563812
1712607614.291023,2.4385040160268545
1712607614.2920287,4.330192226916552
1712607614.2930343,4.330192226916552
1712607614.29404,3.3843480050563812
1712607614.2950456,6.221880204975605
1712607614.2960513,4.960754886269569
1712607614.297057,3.3843480050563812
1712607614.2980623,3.3843480050563812
1712607614.299068,3.3843480050563812
1712607614.3000736,4.014910664409399
1712607614.3010793,1.8079413566738367
1712607614.302085,2.7537853457033634
1712607614.3030906,2.4385040160268545
1712607614.304096,2.4385040160268545
1712607614.3051016,4.645473323762417
1712607614.3061073,4.645473323762417
1712607614.307113,4.960754886269569
1712607614.3081186,4.645473323762417
1712607614.3091242,4.960754886269569
1712607614.3101296,5.9065986424684525
1712607614.3111353,4.014910664409399
1712607614.312141,4.330192226916552
1712607614.3131466,1.8079413566738367
1712607614.3141522,2.7537853457033634
1712607614.315158,4.014910664409399
1712607614.3161633,2.7537853457033634
1712607614.317169,2.4385040160268545
1712607614.3181746,2.4385040160268545
1712607614.3191803,3.3843480050563812
1712607614.320186,4.960754886269569
1712607614.3211915,3.3843480050563812
1712607614.322197,5.591317545622587
1712607614.3232026,4.645473323762417
1712607614.3242083,3.0690666753798723
1712607614.325214,5.276035983115435
1712607614.3262196,2.7537853457033634
1712607614.3272252,3.0690666753798723
1712607614.3282309,3.0690666753798723
1712607614.3292363,2.1232226863503456
1712607614.330242,4.014910664409399
1712607614.3312476,2.7537853457033634
1712607614.3322532,4.330192226916552
1712607614.3332589,3.69962933473289
1712607614.3342645,3.69962933473289
1712607614.33527,5.9065986424684525
1712607614.3362756,4.960754886269569
1712607614.3372812,4.330192226916552
1712607614.3382869,3.3843480050563812
1712607614.3392925,3.0690666753798723
1712607614.3402982,4.330192226916552
1712607614.3413036,3.0690666753798723
1712607614.3423092,3.69962933473289
1712607614.343315,3.3843480050563812
1712607614.3443205,3.69962933473289
1712607614.3453262,4.330192226916552
1712607614.3463318,4.330192226916552
1712607614.3473372,4.645473323762417
1712607614.348343,3.0690666753798723
1712607614.3493485,3.69962933473289
1712607614.3503542,3.69962933473289
1712607614.3513598,3.0690666753798723
1712607614.3523655,3.3843480050563812
1712607614.353371,2.1232226863503456
1712607614.3543766,2.4385040160268545
1712607614.3553822,3.3843480050563812
1712607614.3563879,3.3843480050563812
1712607614.3573935,4.014910664409399
1712607614.3583992,4.330192226916552
1712607614.3594048,5.591317545622587
1712607614.3604102,5.276035983115435
