# time,# coil Bx (pT) mean,# coil Bx (pT) std,# coil By (pT) mean,# coil By (pT) std,# coil Bz (pT) mean,# coil Bz (pT) std,# Orientation,# cell Bx (pT) mean,# cell Bx (pT) std,# cell By (pT) mean,# cell By (pT) std,# cell Bz (pT) mean,# cell Bz (pT) std
_yaxi,9629.719591836734,20.730000000000473,4141.0836734693885,46.125,8640.861836734695,39.91556960167653,up,15.839189551772757,47.1977456397639,16.47225830982951,50.58236211097078,-4.240982872587005,70.40704944985617
_yaxi,-13760.134897959184,22.459999999999127,4188.15,36.900000000001455,-1334.2140816326528,53.39409976264021,down,19.254418034825818,44.079917793368324,-63.07404198057219,48.780108281459434,-12.182218902486012,69.68861346878505
_yaxi,9822.917959183673,50.094999999997526,4142.589795918368,20.294999999998254,8442.52448979592,6.502360971914337,up,13.055975774036561,45.29359378131798,-24.75947452941146,47.10837601223235,52.902979680499946,59.42622292595631
_yaxi,-14238.265102040816,46.63999999999942,4108.702040816326,55.35000000000218,-1484.4059183673469,20.05455161511053,down,-33.25584426980594,49.59132870899157,-12.342826243043378,54.841621785927515,45.668808313549334,63.16923145142717
_yaxi,10027.961428571429,38.00500000000193,4158.63,31.364999999997963,8472.473673469389,44.27326828306965,up,-60.93311430495649,47.046007205831096,-62.79663951970021,46.51638889948313,8.670905557413537,64.92473567859929
_yaxi,-14414.046122448977,22.460000000000946,4221.510612244899,23.985000000000582,-1276.139183673469,8.626739596643532,down,-7.267485890580602,44.673042838811206,-39.17143327303298,48.36539491448232,-73.91258048996241,65.85580281404613
_yaxi,10361.477142857142,6.9099999999998545,4253.214489795918,16.604999999999563,8268.753469387755,5.159776751624128,up,28.1744872868438,49.086016572494025,-1.1935395507648516,49.81736199738031,35.94147977359119,57.82800238349843
_yaxi,-14489.286122448982,6.9099999999998545,4325.282448979592,14.760000000002037,-1455.4440816326526,13.577539213545412,down,-64.1103192605833,44.431024540482426,25.28279952618362,43.99760940714878,12.453993680215596,60.56900304395827
_yaxi,10285.885918367348,44.914999999999964,4151.551224489796,12.915000000000873,8261.627142857144,24.23830473293144,up,-20.57803500689683,50.52902164438146,-50.57239343330612,47.36452209411454,53.251682755408574,56.54226415645805
_yaxi,-14531.871632653061,38.00500000000011,4252.310816326531,16.604999999999563,-1434.8975510204086,16.80813342119042,down,15.230772266811407,47.23688003924204,-46.76115781692227,46.09054758765999,66.13129848709107,63.52561176138926
