# time,# coil Bx (pT) mean,# coil Bx (pT) std,# coil By (pT) mean,# coil By (pT) std,# coil Bz (pT) mean,# coil Bz (pT) std,# Orientation,# cell Bx (pT) mean,# cell Bx (pT) std,# cell By (pT) mean,# cell By (pT) std,# cell Bz (pT) mean,# cell Bz (pT) std
_zaxi,-2996.822448979591,8.63999999999919,2916.60612244898,33.20999999999913,4638.972857142857,27.780271740197946,up,48.85677414436599,57.5764258716475,77.96509517644199,128.85672950160628,-3.550921865895754,47.62659807977188
_zaxi,-2131.7324489795915,36.274999999999636,-2850.7885714285717,27.6749999999995,4834.349591836734,7.1678551026218855,down,22.07121546425281,53.91703806823385,117.01807780511248,117.32689673838122,43.847963931501084,45.99563867107152
_zaxi,-3097.510408163266,17.274999999999864,3033.104693877551,20.294999999998254,4543.442653061227,5.861672734551203,up,-23.02914968008629,55.290784941032946,101.67219687478067,122.25095300189776,40.41183637477334,45.30923386915394
_zaxi,-2500.2889795918354,5.180000000000291,-2858.0179591836736,7.3799999999992,5071.582653061227,10.727467657794348,down,-82.7738715502705,54.87883578913096,-42.61806609856227,124.98937527180097,-46.95685416796885,47.07888604677811
_zaxi,-3016.7765306122446,31.094999999999345,3086.195510204082,12.915000000000873,4527.294693877553,4.535015740152059,up,6.373819486890536,53.57133451417526,124.83656553258619,123.04858187368274,38.24217419728101,46.6513850506416
_zaxi,-2277.3348979591833,3.4550000000001546,-2840.622244897959,33.210000000000946,4882.041836734696,12.423563962260516,down,39.81629568563341,54.39691545024687,56.771462088105324,128.67088743816015,44.69922512490349,48.1499938927495
_zaxi,-3126.8426530612246,31.094999999999345,2760.345918367347,9.225000000002183,4831.847551020408,4.357687802274751,up,-36.81312750068539,54.415188486710484,-156.28355686405888,120.49953846875522,-51.96241854155477,42.929829811704074
_zaxi,-2322.2504081632646,32.82500000000073,-2693.172857142857,16.604999999999563,4895.080204081634,19.098139399684584,down,-20.31378925445351,56.62340330795457,127.37105609460266,129.41752803009967,23.2443302113628,48.50090930197621
_zaxi,-2992.591632653061,6.9099999999998545,2841.525918367348,12.915000000000873,4717.442448979595,6.684381286713947,up,37.39214944409791,54.18844652140015,81.64586544455486,123.19152153284637,8.567259030692865,45.66120332943345
_zaxi,-2262.2469387755104,5.180000000000064,-2814.3404081632652,18.449999999999136,4884.923265306125,10.122460051838187,down,40.62032601431799,55.40440455566294,14.210273573469667,123.74510689836572,33.21868230632965,48.18316550867106
