Epoch Time,SM
1712604732.6065545,88.82559090852737
1712604732.607559,88.82559090852737
1712604732.6085632,88.19502592086792
1712604732.6095676,89.1408696770668
1712604732.6105719,88.19502592086792
1712604732.6115763,89.1408696770668
1712604732.6125805,90.08671343326569
1712604732.613585,90.40199220180511
1712604732.6145892,90.71727842092514
1712604732.6155937,89.77143466472626
1712604732.616598,89.45614844560623
1712604732.6176023,90.08671343326569
1712604732.6186066,88.82559090852737
1712604732.619611,90.08671343326569
1712604732.6206152,88.82559090852737
1712604732.6216197,89.45614844560623
1712604732.622624,89.77143466472626
1712604732.6236284,87.87974715232849
1712604732.6246326,90.08671343326569
1712604732.625637,88.19502592086792
1712604732.6266413,89.1408696770668
1712604732.6276457,88.82559090852737
1712604732.62865,89.77143466472626
1712604732.6296544,90.08671343326569
1712604732.6306589,88.82559090852737
1712604732.631663,90.71727842092514
1712604732.6326675,90.71727842092514
1712604732.6336718,89.1408696770668
1712604732.6346762,90.08671343326569
1712604732.6356804,89.45614844560623
1712604732.636685,89.45614844560623
1712604732.637689,89.77143466472626
1712604732.6386936,87.87974715232849
1712604732.6396978,89.77143466472626
1712604732.6407022,88.82559090852737
1712604732.6417065,87.56446093320847
1712604732.642711,89.77143466472626
1712604732.6437151,87.87974715232849
1712604732.6447196,90.08671343326569
1712604732.6457238,89.1408696770668
1712604732.6467283,89.1408696770668
1712604732.6477325,90.08671343326569
1712604732.648737,88.19502592086792
1712604732.6497412,90.71727842092514
1712604732.6507456,89.1408696770668
1712604732.65175,88.82559090852737
1712604732.6527543,89.45614844560623
1712604732.6537588,88.19502592086792
1712604732.654763,89.45614844560623
1712604732.6557674,89.1408696770668
1712604732.6567717,89.45614844560623
1712604732.657776,88.82559090852737
1712604732.6587803,87.87974715232849
1712604732.6597848,89.77143466472626
1712604732.660789,88.51030468940735
1712604732.6617935,89.45614844560623
1712604732.6627977,88.51030468940735
1712604732.6638021,88.19502592086792
1712604732.6648064,90.08671343326569
1712604732.6658108,89.1408696770668
1712604732.666815,89.77143466472626
1712604732.6678195,90.08671343326569
1712604732.6688237,88.19502592086792
1712604732.6698282,90.08671343326569
1712604732.6708324,88.82559090852737
1712604732.6718369,88.82559090852737
1712604732.672841,89.45614844560623
1712604732.6738455,87.24918216466904
1712604732.67485,90.08671343326569
1712604732.6758542,88.19502592086792
1712604732.6768587,88.82559090852737
1712604732.677863,88.82559090852737
1712604732.6788673,88.19502592086792
1712604732.6798716,90.08671343326569
1712604732.680876,89.1408696770668
1712604732.6818802,89.77143466472626
1712604732.6828847,89.1408696770668
1712604732.683889,88.19502592086792
1712604732.6848934,90.08671343326569
1712604732.6858976,88.82559090852737
1712604732.686902,89.1408696770668
1712604732.6879063,89.1408696770668
1712604732.6889107,87.56446093320847
1712604732.689915,89.45614844560623
