# time,# coil Bx (pT) mean,# coil Bx (pT) std,# coil By (pT) mean,# coil By (pT) std,# coil Bz (pT) mean,# coil Bz (pT) std,# Orientation,# cell Bx (pT) mean,# cell Bx (pT) std,# cell By (pT) mean,# cell By (pT) std,# cell Bz (pT) mean,# cell Bz (pT) std
_zaxi,-7574.402040816326,65.58500000000095,-2919.9755102040813,127.03999999999928,8721.582653061225,30.581132023167996,up,-11.910806728713164,34.5028321530391,-17.113242873035002,127.98466254623607,-1.9318382973180788,34.455513225192156
_zaxi,3029.4353061224483,55.65000000000168,2334.84612244898,125.05500000000029,8842.007551020408,35.59693110657948,down,-11.372582929668994,32.040676020346886,-1.599399742652024,114.85977451296186,3.28433396726557,28.427164276393043
_zaxi,-7638.082653061224,53.659999999999854,-3068.1618367346937,115.1299999999992,8710.686734693878,23.850492604997847,up,-10.292162357016066,31.36827344811851,-23.462669455225004,119.14427153709832,1.259197435750488,32.163738162923295
_zaxi,3030.08387755102,61.61500000000137,2234.5428571428565,107.19000000000233,8776.224285714285,32.01452731469942,down,-11.641751607771646,34.62247946334106,2.4219090943790813,115.51170478131843,-1.3371224153252816,29.785832651384382
_zaxi,-7686.2695918367335,55.649999999999636,-2907.660408163265,113.14500000000021,8682.114081632652,23.934293637200078,up,-10.595148192341023,32.804408541719475,-14.317297016213955,116.57840462932067,-3.817061653857833,34.02790958271049
_zaxi,3066.102448979592,59.625,2293.849795918367,119.10000000000218,8814.160204081632,34.12515790438443,down,-11.720732148099053,32.53412255399166,-5.781734111992449,121.64333251779306,3.6349765475730584,30.82803366068276
_zaxi,-7599.306326530613,49.69000000000051,-3012.419795918367,115.12999999999943,8752.414285714287,25.328619128147547,up,-11.076247026161626,30.90546805621894,-5.050904935193034,120.68210764749358,-3.079496895172014,31.329049931503928
_zaxi,3038.6018367346937,59.625,2177.909591836735,117.1150000000016,8833.613469387756,30.81551090689806,down,-9.531974319264034,32.33271369964196,-22.933573664246946,115.83986489008552,0.5316982539761173,29.760810886517078
_zaxi,-7645.2212244897955,53.659999999999854,-2975.879591836735,119.10000000000036,8727.716326530614,22.54871847518156,up,-11.840325190315687,30.979680648147045,-22.564119936781246,123.4367988814216,3.6276249475020146,31.88463915210919
_zaxi,2999.825510204082,61.6150000000016,2275.9442857142863,125.05500000000029,8871.710408163266,31.5134450709787,down,-11.783658278927637,33.48779470331925,0.5819185146092464,124.8591441002026,-2.8944058310501513,31.203352130580118
