# time,# coil Bx (pT) mean,# coil Bx (pT) std,# coil By (pT) mean,# coil By (pT) std,# coil Bz (pT) mean,# coil Bz (pT) std,# Orientation,# cell Bx (pT) mean,# cell Bx (pT) std,# cell By (pT) mean,# cell By (pT) std,# cell Bz (pT) mean,# cell Bz (pT) std
_xaxi,-3288.295918367347,69.56500000000028,7257.565102040817,55.57999999999811,2727.4961224489793,58.964398557175905,up,-7.089320658341513,37.60933737978041,1.0810470763454383,60.07166301632167,0.6540345249764071,70.8871360405096
_xaxi,-3185.5138775510204,31.80000000000109,-7768.236734693877,93.29500000000007,4320.069387755102,57.39260221858821,down,-13.089642051623605,13.982501742985491,-21.770649996754813,75.63095476066715,-2.4513952460049553,63.39818462462322
_xaxi,-3326.423469387755,71.54999999999927,7222.8073469387755,65.50499999999693,2986.670612244899,52.87598600067497,up,-11.114241558401808,36.44206411613319,-4.972918142113797,59.27600180525184,-1.9713185270648979,65.52730205591489
_xaxi,-3222.5863265306125,33.784999999999854,-7776.8248979591835,89.32499999999891,4179.303673469387,53.59932860887335,down,-13.235815655723561,14.388730118372024,-15.114208318510308,81.56253330083769,-5.008532883480899,64.51482369370738
_xaxi,-3344.5946938775505,75.52500000000146,7184.9708163265295,51.61000000000058,2691.2553061224494,64.21808433392081,up,-11.934712259508302,46.82914176898041,-30.904604404981995,67.69272912868438,-7.005083908979258,90.52249774943601
_xaxi,-3223.965714285714,31.80000000000109,-7744.659795918367,93.29500000000007,4175.591020408164,63.496869447013026,down,-9.192147128642777,14.122392701708103,-12.62800317338108,78.78142162671588,0.9096485917400527,68.67851261492815
_xaxi,-3315.4726530612247,69.56000000000131,7204.739795918367,65.50500000000102,2968.266734693878,57.32969011716068,up,-12.50518140270262,36.00868300440562,-24.766585174824712,56.03392887584073,-7.443525808740183,69.529104604591
_xaxi,-3240.271836734694,33.784999999999854,-7693.211836734693,93.29499999999825,4166.308775510204,58.44317856644735,down,-11.050190459307519,14.477842253455261,-17.024437522412796,82.32949464179205,-0.16852128473134825,66.95790239102773
_xaxi,-3323.9900000000002,63.600000000000364,7218.594285714285,55.580000000001746,3019.762448979592,53.120763092726015,up,-13.452906120684489,35.99520727146019,-17.760978071608577,55.14046887145357,-8.258385074391146,65.60411275785495
_xaxi,-3131.7289795918364,31.799999999999272,-7926.226530612245,93.29500000000007,4239.516734693878,61.560110938216724,down,-9.194160864786912,14.82501727437002,-3.8053677455210737,76.4837021034037,4.835811034159842,66.01099792562572
_xaxi,-3288.295918367347,69.56500000000028,7257.565102040817,55.57999999999811,2727.4961224489793,58.964398557175905,up,-7.089320658341513,37.60933737978041,1.0810470763454383,60.07166301632167,0.6540345249764071,70.8871360405096
_xaxi,-3185.5138775510204,31.80000000000109,-7768.236734693877,93.29500000000007,4320.069387755102,57.39260221858821,down,-13.089642051623605,13.982501742985491,-21.770649996754813,75.63095476066715,-2.4513952460049553,63.39818462462322
_xaxi,-3326.423469387755,71.54999999999927,7222.8073469387755,65.50499999999693,2986.670612244899,52.87598600067497,up,-11.114241558401808,36.44206411613319,-4.972918142113797,59.27600180525184,-1.9713185270648979,65.52730205591489
_xaxi,-3222.5863265306125,33.784999999999854,-7776.8248979591835,89.32499999999891,4179.303673469387,53.59932860887335,down,-13.235815655723561,14.388730118372024,-15.114208318510308,81.56253330083769,-5.008532883480899,64.51482369370738
_xaxi,-3344.5946938775505,75.52500000000146,7184.9708163265295,51.61000000000058,2691.2553061224494,64.21808433392081,up,-11.934712259508302,46.82914176898041,-30.904604404981995,67.69272912868438,-7.005083908979258,90.52249774943601
_xaxi,-3223.965714285714,31.80000000000109,-7744.659795918367,93.29500000000007,4175.591020408164,63.496869447013026,down,-9.192147128642777,14.122392701708103,-12.62800317338108,78.78142162671588,0.9096485917400527,68.67851261492815
_xaxi,-3315.4726530612247,69.56000000000131,7204.739795918367,65.50500000000102,2968.266734693878,57.32969011716068,up,-12.50518140270262,36.00868300440562,-24.766585174824712,56.03392887584073,-7.443525808740183,69.529104604591
_xaxi,-3240.271836734694,33.784999999999854,-7693.211836734693,93.29499999999825,4166.308775510204,58.44317856644735,down,-11.050190459307519,14.477842253455261,-17.024437522412796,82.32949464179205,-0.16852128473134825,66.95790239102773
_xaxi,-3323.9900000000002,63.600000000000364,7218.594285714285,55.580000000001746,3019.762448979592,53.120763092726015,up,-13.452906120684489,35.99520727146019,-17.760978071608577,55.14046887145357,-8.258385074391146,65.60411275785495
_xaxi,-3131.7289795918364,31.799999999999272,-7926.226530612245,93.29500000000007,4239.516734693878,61.560110938216724,down,-9.194160864786912,14.82501727437002,-3.8053677455210737,76.4837021034037,4.835811034159842,66.01099792562572
