Epoch Time,y
1712859868.3568509,0.24724406776604826
1712859868.3569636,0.25308259107448433
1712859868.3570764,0.2565857160974432
1712859868.3571892,0.2612565678578836
1712859868.357302,0.2624242670006222
1712859868.3574145,0.2647596928808424
1712859868.3575273,0.26826281790380124
1712859868.35764,0.27176594292676004
1712859868.3577528,0.2764367670924575
1712859868.3578656,0.2799398921154163
1712859868.3579783,0.28577844301859534
1712859868.358091,0.2904492671842928
1712859868.358204,0.2951201189447332
1712859868.3583167,0.29979094311043064
1712859868.3584292,0.3044617672761281
1712859868.358542,0.3044617672761281
1712859868.3586547,0.3067971931563483
1712859868.3587675,0.31030031817930714
1712859868.3588803,0.31380344320226594
1712859868.358993,0.3161388690824862
1712859868.3591058,0.31964199410544497
1712859868.3592186,0.32431281827114244
1712859868.3593311,0.3266482441513626
1712859868.359444,0.3313190683170601
1712859868.3595567,0.33248679505454165
1712859868.3596694,0.33365449419728027
1712859868.3597822,0.33365449419728027
1712859868.359895,0.33365449419728027
1712859868.3600078,0.33365449419728027
1712859868.3601205,0.33248679505454165
1712859868.3602333,0.3359899200775005
1712859868.3603458,0.3359899200775005
1712859868.3604586,0.33832531836297774
1712859868.3605714,0.3394930451004593
1712859868.3606842,0.33832531836297774
1712859868.360797,0.3371576192202391
1712859868.3609097,0.33365449419728027
1712859868.3610225,0.33248679505454165
1712859868.3611352,0.3278159432941013
1712859868.361248,0.325480545008624
1712859868.3613605,0.3219774199856652
1712859868.3614733,0.3208096932481836
1712859868.361586,0.3173065682252248
1712859868.3616989,0.31847429496270635
1712859868.3618116,0.31497116993974755
1712859868.3619244,0.31380344320226594
1712859868.3620372,0.3079648922990869
1712859868.36215,0.3079648922990869
1712859868.3622627,0.29979094311043064
1712859868.3623753,0.29745551723021046
1712859868.362488,0.2939523922072516
1712859868.3626008,0.2892815680415542
1712859868.3627136,0.2881138688988156
1712859868.3628263,0.2846107438758567
1712859868.3629391,0.2846107438758567
1712859868.363052,0.28227531799563654
1712859868.3631647,0.27760449382993907
1712859868.3632774,0.2752690679497189
1712859868.36339,0.2705982161892785
1712859868.3635027,0.26359196614336083
1712859868.3636155,0.25775344283492474
1712859868.3637283,0.25425031781196594
1712859868.363841,0.24841176690878689
1712859868.3639538,0.24023781772013061
1712859868.3640666,0.2367346926971718
1712859868.3641794,0.23323154007947003
1712859868.364292,0.22739301677103393
1712859868.3644047,0.2215544658678549
1712859868.3645175,0.21454821582193725
1712859868.3646302,0.2075419657760196
1712859868.364743,0.19936800278999187
1712859868.3648558,0.19469716482692292
1712859868.3649685,0.1865232018408952
1712859868.3650813,0.18185237767519774
1712859868.365194,0.17951695179497754
1712859868.3653066,0.17134300260632127
1712859868.3654194,0.16667216464325232
1712859868.3655322,0.1620013266801834
1712859868.365645,0.15849820165722459
1712859868.3657577,0.15149195161130694
1712859868.3658705,0.14331798862527917
1712859868.3659832,0.13514402563925143
1712859868.366096,0.12697006265322366
1712859868.3662088,0.12113152554741612
1712859868.3663213,0.11295756256138836
1712859868.366434,0.10945443753842954
1712859868.3665469,0.10478360647404635
1712859868.3666596,0.09777734952944296
1712859868.3667724,0.09310651846505977
1712859868.3668852,0.08610026841914212
1712859868.366998,0.07792630543311437
1712859868.3671107,0.06975234244708661
1712859868.3672235,0.0615783863597446
1712859868.367336,0.05340442337371685
1712859868.3674488,0.04639817332779919
1712859868.3675616,0.039391919832538674
1712859868.3676744,0.03355337927738825
1712859868.3677871,0.027714835272894964
1712859868.3679,0.017205456754675618
1712859868.3680127,0.01253462224094956
1712859868.3681254,0.0008575360105303978
1712859868.3682382,-0.009649954046364184
1712859868.3683507,-0.022492235250495096
1712859868.3684635,-0.0318320778508981
1712859868.3685763,-0.04584183916449547
1712859868.368689,-0.051679241436499136
1712859868.3688018,-0.06101908231223071
1712859868.3689146,-0.07386136524103305
1712859868.3690274,-0.07969876406369385
1712859868.3691401,-0.08903861183811117
1712859868.3692527,-0.10071340948343277
1712859868.3693655,-0.10888577197436933
1712859868.3694782,-0.12172805490317168
1712859868.369591,-0.13106789577890324
1712859868.3697038,-0.14391017180901985
1712859868.3698165,-0.14974757753036638
1712859868.3699293,-0.15908741840609797
1712859868.370042,-0.16725978089703453
1712859868.3701549,-0.17309718661838105
1712859868.3702674,-0.1812695491093176
1712859868.3703802,-0.1894419116002542
1712859868.370493,-0.19294434675463923
1712859868.3706057,-0.20461914439996082
1712859868.3707185,-0.21279150689089738
1712859868.3708313,-0.21979639099703893
1712859868.370944,-0.23147118864236052
1712859868.3710568,-0.23730860816107854
1712859868.3711696,-0.2431460000850536
1712859868.371282,-0.25015087039382367
1712859868.3713949,-0.25482081152774666
1712859868.3715076,-0.2583232466821317
1712859868.3716204,-0.2641606386061068
1712859868.3717332,-0.27116550891487684
1712859868.371846,-0.2805053635879799
1712859868.3719587,-0.28751023389674996
1712859868.3720715,-0.296850088569853
1712859868.3721843,-0.3050224372634181
1712859868.3722968,-0.3131948135517261
1712859868.3724096,-0.3213671622452912
1712859868.3725224,-0.3260371033792142
1712859868.3726351,-0.3318744953031893
1712859868.372748,-0.33537693045757433
1712859868.3728607,-0.34121432238154936
1712859868.3729734,-0.3470517419002674
1712859868.3730862,-0.3552240905938325
1712859868.3731987,-0.3622289884973455
1712859868.3733115,-0.3692338588061156
1712859868.3734243,-0.3727362939605006
1712859868.373537,-0.37857371347921864
1712859868.3736498,-0.38090867024880865
1712859868.3737626,-0.3832436270183987
1712859868.3738754,-0.38674606217278373
1712859868.3739882,-0.39024849732716876
1712859868.374101,-0.3914159757119638
1712859868.3742135,-0.3937509324815538
1712859868.3743262,-0.39725339523068176
1712859868.374439,-0.4042582655394519
1712859868.3745518,-0.41126313584822194
